record,original_addr,matched_ind,match_type,matched_address,lon,lat,indicator
0,,,,Sample,-112.1879,33.52173,
0,,,,Sample,-112.2368,33.358869999999996,
0,,,,Sample,-112.3377,33.50588,
0,,,,Sample,-112.45479999999999,33.48074,
0,,,,Sample,-112.2614,33.595639999999996,
0,,,,Sample,-112.2362,33.53049,
0,,,,Sample,-112.49969999999999,33.37153,
0,,,,Sample,-112.4106,33.49784,
0,,,,Sample,-112.15079999999999,33.38749,
0,,,,Sample,-112.2359,33.52861,
0,,,,Sample,-112.45519999999999,33.5433,
0,,,,Sample,-112.4002,33.56559,
0,,,,Sample,-112.18809999999999,33.53302,
0,,,,Sample,-112.5536,33.41586,
0,,,,Sample,-112.1923,33.54714,
0,,,,Sample,-112.5287,33.5723,
0,,,,Sample,-112.1632,33.38754,
0,,,,Sample,-112.4885,33.43617,
0,,,,Sample,-112.50269999999999,33.52547,
0,,,,Sample,-112.5142,33.554899999999996,
0,,,,Sample,-112.3527,33.45864,
0,,,,Sample,-112.3112,33.43102,
0,,,,Sample,-112.4716,33.43425,
0,,,,Sample,-112.2499,33.37243,
0,,,,Sample,-112.327,33.60141,
0,,,,Sample,-112.4603,33.53112,
0,,,,Sample,-112.4808,33.378299999999996,
0,,,,Sample,-112.5141,33.61415,
0,,,,Sample,-112.4759,33.35509,
0,,,,Sample,-112.4729,33.46227,
0,,,,Sample,-112.4598,33.44016,
0,,,,Sample,-112.1584,33.533229999999996,
0,,,,Sample,-112.2367,33.50269,
0,,,,Sample,-112.1709,33.40699,
0,,,,Sample,-112.3818,33.46188,
0,,,,Sample,-112.32589999999999,33.41487,
0,,,,Sample,-112.3694,33.56079,
0,,,,Sample,-112.2501,33.38295,
0,,,,Sample,-112.5325,33.45621,
0,,,,Sample,-112.4979,33.42302,
0,,,,Sample,-112.5286,33.34768,
0,,,,Sample,-112.49499999999999,33.49469,
0,,,,Sample,-112.3385,33.56894,
0,,,,Sample,-112.1923,33.36718,
0,,,,Sample,-112.4486,33.53245,
0,,,,Sample,-112.2546,33.42612,
0,,,,Sample,-112.4524,33.53142,
0,,,,Sample,-112.506,33.58243,
0,,,,Sample,-112.32469999999999,33.54729,
0,,,,Sample,-112.50439999999999,33.53189,
0,,,,Sample,-112.4129,33.4522,
0,,,,Sample,-112.4635,33.46141,
0,,,,Sample,-112.3121,33.54884,
0,,,,Sample,-112.4824,33.616839999999996,
0,,,,Sample,-112.274,33.46869,
0,,,,Sample,-112.1686,33.34774,
0,,,,Sample,-112.3466,33.60564,
0,,,,Sample,-112.24289999999999,33.33196,
0,,,,Sample,-112.3376,33.59631,
0,,,,Sample,-112.1974,33.33544,
0,,,,Sample,-112.3908,33.57716,
0,,,,Sample,-112.1578,33.38113,
0,,,,Sample,-112.3698,33.44015,
0,,,,Sample,-112.1609,33.6164,
0,,,,Sample,-112.2949,33.34294,
0,,,,Sample,-112.3785,33.55256,
0,,,,Sample,-112.5054,33.44037,
0,,,,Sample,-112.4095,33.48572,
0,,,,Sample,-112.3753,33.33972,
0,,,,Sample,-112.3781,33.576499999999996,
0,,,,Sample,-112.29169999999999,33.536,
0,,,,Sample,-112.4463,33.50025,
0,,,,Sample,-112.351,33.58921,
0,,,,Sample,-112.49499999999999,33.6109,
0,,,,Sample,-112.4811,33.499249999999996,
0,,,,Sample,-112.19369999999999,33.55227,
0,,,,Sample,-112.4097,33.39892,
0,,,,Sample,-112.2638,33.53595,
0,,,,Sample,-112.1664,33.33797,
0,,,,Sample,-112.19,33.35053,
0,,,,Sample,-112.2867,33.46781,
0,,,,Sample,-112.1525,33.60684,
0,,,,Sample,-112.5136,33.36519,
0,,,,Sample,-112.3168,33.5953,
0,,,,Sample,-112.4782,33.5517,
0,,,,Sample,-112.4855,33.43884,
0,,,,Sample,-112.4109,33.33783,
0,,,,Sample,-112.1653,33.45651,
0,,,,Sample,-112.2521,33.4467,
0,,,,Sample,-112.4801,33.444449999999996,
0,,,,Sample,-112.25439999999999,33.41399,
0,,,,Sample,-112.2447,33.336909999999996,
0,,,,Sample,-112.2774,33.54818,
0,,,,Sample,-112.3626,33.33581,
0,,,,Sample,-112.5415,33.36501,
0,,,,Sample,-112.28609999999999,33.45348,
0,,,,Sample,-112.34429999999999,33.54369,
0,,,,Sample,-112.393,33.39674,
0,,,,Sample,-112.1978,33.47925,
0,,,,Sample,-112.29299999999999,33.58329,
0,,,,Sample,-112.4297,33.532849999999996,
0,,,,Sample,-112.38029999999999,33.44488,
0,,,,Sample,-112.50229999999999,33.43211,
0,,,,Sample,-112.52799999999999,33.49526,
0,,,,Sample,-112.4147,33.36189,
0,,,,Sample,-112.19369999999999,33.39882,
0,,,,Sample,-112.45739999999999,33.49123,
0,,,,Sample,-112.35329999999999,33.492979999999996,
0,,,,Sample,-112.3592,33.450939999999996,
0,,,,Sample,-112.2897,33.4549,
0,,,,Sample,-112.1596,33.496069999999996,
0,,,,Sample,-112.4768,33.48159,
0,,,,Sample,-112.4924,33.55259,
0,,,,Sample,-112.16709999999999,33.502829999999996,
0,,,,Sample,-112.2336,33.51158,
0,,,,Sample,-112.203,33.53929,
0,,,,Sample,-112.24159999999999,33.41238,
0,,,,Sample,-112.5598,33.55341,
0,,,,Sample,-112.24549999999999,33.60565,
0,,,,Sample,-112.4401,33.43467,
0,,,,Sample,-112.3758,33.51885,
0,,,,Sample,-112.2351,33.54521,
0,,,,Sample,-112.2293,33.50305,
0,,,,Sample,-112.3643,33.53745,
0,,,,Sample,-112.18809999999999,33.59909,
0,,,,Sample,-112.47,33.53256,
0,,,,Sample,-112.24289999999999,33.34554,
0,,,,Sample,-112.2915,33.52131,
0,,,,Sample,-112.2926,33.51642,
0,,,,Sample,-112.5315,33.41072,
0,,,,Sample,-112.3993,33.48173,
0,,,,Sample,-112.18679999999999,33.56479,
0,,,,Sample,-112.3904,33.51194,
0,,,,Sample,-112.5561,33.46706,
0,,,,Sample,-112.53269999999999,33.578939999999996,
0,,,,Sample,-112.1618,33.51882,
0,,,,Sample,-112.5599,33.47885,
0,,,,Sample,-112.44839999999999,33.52989,
0,,,,Sample,-112.3513,33.442009999999996,
0,,,,Sample,-112.389,33.46621,
0,,,,Sample,-112.1826,33.3985,
0,,,,Sample,-112.52969999999999,33.5488,
0,,,,Sample,-112.3736,33.54576,
0,,,,Sample,-112.2353,33.38269,
0,,,,Sample,-112.5416,33.50268,
0,,,,Sample,-112.35379999999999,33.60264,
0,,,,Sample,-112.3293,33.36687,
0,,,,Sample,-112.40559999999999,33.5874,
0,,,,Sample,-112.2298,33.375659999999996,
0,,,,Sample,-112.3184,33.42771,
0,,,,Sample,-112.2477,33.61611,
0,,,,Sample,-112.2184,33.598549999999996,
0,,,,Sample,-112.313,33.44594,
0,,,,Sample,-112.1625,33.53835,
0,,,,Sample,-112.27709999999999,33.37482,
0,,,,Sample,-112.4465,33.53122,
0,,,,Sample,-112.25999999999999,33.423719999999996,
0,,,,Sample,-112.4271,33.40997,
0,,,,Sample,-112.2782,33.42035,
0,,,,Sample,-112.2633,33.43098,
0,,,,Sample,-112.20219999999999,33.59233,
0,,,,Sample,-112.3132,33.44028,
0,,,,Sample,-112.3579,33.43971,
0,,,,Sample,-112.51939999999999,33.34634,
0,,,,Sample,-112.2301,33.34607,
0,,,,Sample,-112.2751,33.60209,
0,,,,Sample,-112.2709,33.61003,
0,,,,Sample,-112.176,33.58193,
0,,,,Sample,-112.3881,33.55735,
0,,,,Sample,-112.1807,33.52803,
0,,,,Sample,-112.176,33.61238,
0,,,,Sample,-112.2124,33.36042,
0,,,,Sample,-112.2302,33.325359999999996,
0,,,,Sample,-112.4675,33.405789999999996,
0,,,,Sample,-112.5503,33.58079,
0,,,,Sample,-112.2456,33.44845,
0,,,,Sample,-112.51039999999999,33.33592,
0,,,,Sample,-112.5369,33.34261,
0,,,,Sample,-112.3009,33.53646,
0,,,,Sample,-112.5583,33.58802,
0,,,,Sample,-112.508,33.4599,
0,,,,Sample,-112.19789999999999,33.51334,
0,,,,Sample,-112.1685,33.52744,
0,,,,Sample,-112.22789999999999,33.54533,
0,,,,Sample,-112.4443,33.39907,
0,,,,Sample,-112.16749999999999,33.5647,
0,,,,Sample,-112.46079999999999,33.51797,
0,,,,Sample,-112.3236,33.49809,
0,,,,Sample,-112.3133,33.584289999999996,
0,,,,Sample,-112.2539,33.42638,
0,,,,Sample,-112.158,33.503389999999996,
0,,,,Sample,-112.3107,33.454409999999996,
0,,,,Sample,-112.3551,33.416399999999996,
0,,,,Sample,-112.2362,33.44074,
0,,,,Sample,-112.19319999999999,33.35064,
0,,,,Sample,-112.3406,33.35583,
0,,,,Sample,-112.3985,33.40748,
0,,,,Sample,-112.3879,33.48861,
0,,,,Sample,-112.37899999999999,33.37522,
0,,,,Sample,-112.4495,33.39567,
0,,,,Sample,-112.3668,33.37928,
0,,,,Sample,-112.2524,33.59174,
0,,,,Sample,-112.5009,33.45283,
0,,,,Sample,-112.3648,33.44144,
0,,,,Sample,-112.5518,33.40349,
0,,,,Sample,-112.53869999999999,33.37834,
0,,,,Sample,-112.4603,33.37072,
0,,,,Sample,-112.2209,33.561949999999996,
0,,,,Sample,-112.3552,33.325829999999996,
0,,,,Sample,-112.54549999999999,33.45634,
0,,,,Sample,-112.3185,33.32875,
0,,,,Sample,-112.16969999999999,33.60786,
0,,,,Sample,-112.5609,33.537349999999996,
0,,,,Sample,-112.4461,33.5472,
0,,,,Sample,-112.15299999999999,33.3911,
0,,,,Sample,-112.3335,33.41582,
0,,,,Sample,-112.3531,33.45411,
0,,,,Sample,-112.4012,33.59203,
0,,,,Sample,-112.2683,33.52581,
0,,,,Sample,-112.2224,33.367779999999996,
0,,,,Sample,-112.4268,33.460879999999996,
0,,,,Sample,-112.3143,33.46588,
0,,,,Sample,-112.3609,33.542249999999996,
0,,,,Sample,-112.3398,33.57754,
0,,,,Sample,-112.5446,33.34119,
0,,,,Sample,-112.3855,33.48231,
0,,,,Sample,-112.25829999999999,33.48406,
0,,,,Sample,-112.3261,33.53319,
0,,,,Sample,-112.4087,33.41722,
0,,,,Sample,-112.4114,33.445949999999996,
0,,,,Sample,-112.3188,33.3837,
0,,,,Sample,-112.2828,33.35794,
0,,,,Sample,-112.215,33.56263,
0,,,,Sample,-112.3226,33.50975,
0,,,,Sample,-112.3293,33.46215,
0,,,,Sample,-112.496,33.38107,
0,,,,Sample,-112.5487,33.58291,
0,,,,Sample,-112.1631,33.44667,
0,,,,Sample,-112.1535,33.55737,
0,,,,Sample,-112.3527,33.36222,
0,,,,Sample,-112.2584,33.46492,
0,,,,Sample,-112.3155,33.32589,
0,,,,Sample,-112.4401,33.43156,
0,,,,Sample,-112.48859999999999,33.47397,
0,,,,Sample,-112.1755,33.524589999999996,
0,,,,Sample,-112.5493,33.49639,
0,,,,Sample,-112.46509999999999,33.45118,
0,,,,Sample,-112.5013,33.397619999999996,
0,,,,Sample,-112.3887,33.33369,
0,,,,Sample,-112.3873,33.50952,
0,,,,Sample,-112.21849999999999,33.54879,
0,,,,Sample,-112.49969999999999,33.46833,
0,,,,Sample,-112.3317,33.59774,
0,,,,Sample,-112.37939999999999,33.33401,
0,,,,Sample,-112.2841,33.5964,
0,,,,Sample,-112.1728,33.48036,
0,,,,Sample,-112.442,33.359629999999996,
0,,,,Sample,-112.46079999999999,33.39282,
0,,,,Sample,-112.2179,33.41458,
0,,,,Sample,-112.292,33.49633,
0,,,,Sample,-112.35549999999999,33.54558,
0,,,,Sample,-112.19879999999999,33.57588,
0,,,,Sample,-112.25189999999999,33.53759,
0,,,,Sample,-112.34729999999999,33.56398,
0,,,,Sample,-112.3745,33.33379,
0,,,,Sample,-112.3781,33.503099999999996,
0,,,,Sample,-112.20309999999999,33.56641,
0,,,,Sample,-112.4823,33.56653,
0,,,,Sample,-112.3725,33.50644,
0,,,,Sample,-112.4378,33.4611,
0,,,,Sample,-112.3197,33.49716,
0,,,,Sample,-112.2812,33.4133,
0,,,,Sample,-112.505,33.33473,
0,,,,Sample,-112.4733,33.61097,
0,,,,Sample,-112.4139,33.46071,
0,,,,Sample,-112.4174,33.59004,
0,,,,Sample,-112.2984,33.39222,
0,,,,Sample,-112.5286,33.342,
0,,,,Sample,-112.4378,33.579499999999996,
0,,,,Sample,-112.17819999999999,33.36583,
0,,,,Sample,-112.39789999999999,33.540079999999996,
0,,,,Sample,-112.3451,33.53159,
0,,,,Sample,-112.3988,33.6015,
0,,,,Sample,-112.5278,33.45931,
0,,,,Sample,-112.37819999999999,33.52554,
0,,,,Sample,-112.1831,33.47651,
0,,,,Sample,-112.3145,33.42361,
0,,,,Sample,-112.5551,33.57129,
0,,,,Sample,-112.40339999999999,33.57914,
0,,,,Sample,-112.4846,33.558569999999996,
0,,,,Sample,-112.1852,33.52157,
0,,,,Sample,-112.49589999999999,33.55321,
0,,,,Sample,-112.20859999999999,33.48639,
0,,,,Sample,-112.45739999999999,33.55214,
0,,,,Sample,-112.517,33.405699999999996,
0,,,,Sample,-112.425,33.42929,
0,,,,Sample,-112.2207,33.47511,
0,,,,Sample,-112.16749999999999,33.52331,
0,,,,Sample,-112.1935,33.47099,
0,,,,Sample,-112.52879999999999,33.432719999999996,
0,,,,Sample,-112.2916,33.38781,
0,,,,Sample,-112.2272,33.57043,
0,,,,Sample,-112.40939999999999,33.37221,
0,,,,Sample,-112.2227,33.33272,
0,,,,Sample,-112.49629999999999,33.429719999999996,
0,,,,Sample,-112.1664,33.41964,
0,,,,Sample,-112.3969,33.44235,
0,,,,Sample,-112.1567,33.57969,
0,,,,Sample,-112.2783,33.592,
0,,,,Sample,-112.3938,33.44108,
0,,,,Sample,-112.3622,33.325739999999996,
0,,,,Sample,-112.16709999999999,33.49368,
0,,,,Sample,-112.19969999999999,33.54057,
0,,,,Sample,-112.4352,33.41776,
0,,,,Sample,-112.5593,33.53635,
0,,,,Sample,-112.5573,33.35144,
0,,,,Sample,-112.48429999999999,33.60347,
0,,,,Sample,-112.3754,33.39777,
0,,,,Sample,-112.38289999999999,33.37695,
0,,,,Sample,-112.539,33.60069,
0,,,,Sample,-112.5405,33.37126,
0,,,,Sample,-112.15639999999999,33.61048,
0,,,,Sample,-112.4298,33.35196,
0,,,,Sample,-112.2392,33.47563,
0,,,,Sample,-112.3444,33.61349,
0,,,,Sample,-112.4797,33.35579,
0,,,,Sample,-112.20049999999999,33.47865,
0,,,,Sample,-112.5322,33.57807,
0,,,,Sample,-112.5115,33.58143,
0,,,,Sample,-112.3146,33.55795,
0,,,,Sample,-112.3124,33.48825,
0,,,,Sample,-112.4335,33.32949,
0,,,,Sample,-112.5205,33.48179,
0,,,,Sample,-112.334,33.44419,
0,,,,Sample,-112.48559999999999,33.46307,
0,,,,Sample,-112.3433,33.51905,
0,,,,Sample,-112.3547,33.39343,
0,,,,Sample,-112.2816,33.333439999999996,
0,,,,Sample,-112.42309999999999,33.40487,
0,,,,Sample,-112.36999999999999,33.38534,
0,,,,Sample,-112.3202,33.58372,
0,,,,Sample,-112.4671,33.60624,
0,,,,Sample,-112.4558,33.551989999999996,
0,,,,Sample,-112.1575,33.53039,
0,,,,Sample,-112.4388,33.45026,
0,,,,Sample,-112.3583,33.51584,
0,,,,Sample,-112.2838,33.50718,
0,,,,Sample,-112.18809999999999,33.56844,
0,,,,Sample,-112.1505,33.49489,
0,,,,Sample,-112.4584,33.3344,
0,,,,Sample,-112.4585,33.38208,
0,,,,Sample,-112.39099999999999,33.46418,
0,,,,Sample,-112.2948,33.567949999999996,
0,,,,Sample,-112.4892,33.45597,
0,,,,Sample,-112.3676,33.55749,
0,,,,Sample,-112.3917,33.58622,
0,,,,Sample,-112.5299,33.40819,
0,,,,Sample,-112.4383,33.562889999999996,
0,,,,Sample,-112.18679999999999,33.6104,
0,,,,Sample,-112.47149999999999,33.579589999999996,
0,,,,Sample,-112.2083,33.390589999999996,
0,,,,Sample,-112.5239,33.59699,
0,,,,Sample,-112.49969999999999,33.38666,
0,,,,Sample,-112.17179999999999,33.37833,
0,,,,Sample,-112.4042,33.34811,
0,,,,Sample,-112.2013,33.59553,
0,,,,Sample,-112.195,33.4786,
0,,,,Sample,-112.328,33.46487,
0,,,,Sample,-112.27459999999999,33.42862,
0,,,,Sample,-112.5401,33.42089,
0,,,,Sample,-112.3308,33.36896,
0,,,,Sample,-112.3048,33.49714,
0,,,,Sample,-112.1777,33.41839,
0,,,,Sample,-112.43419999999999,33.6,
0,,,,Sample,-112.4968,33.60591,
0,,,,Sample,-112.2327,33.56044,
0,,,,Sample,-112.2909,33.5343,
0,,,,Sample,-112.29899999999999,33.36491,
0,,,,Sample,-112.2986,33.54463,
0,,,,Sample,-112.2131,33.55071,
0,,,,Sample,-112.5152,33.45202,
0,,,,Sample,-112.4099,33.48722,
0,,,,Sample,-112.19,33.460969999999996,
0,,,,Sample,-112.2789,33.458999999999996,
0,,,,Sample,-112.1827,33.45661,
0,,,,Sample,-112.222,33.61669,
0,,,,Sample,-112.2889,33.482749999999996,
0,,,,Sample,-112.3381,33.48354,
0,,,,Sample,-112.271,33.52871,
0,,,,Sample,-112.22959999999999,33.54545,
0,,,,Sample,-112.4863,33.44948,
0,,,,Sample,-112.3459,33.56112,
0,,,,Sample,-112.1532,33.425869999999996,
0,,,,Sample,-112.3864,33.56704,
0,,,,Sample,-112.2486,33.50851,
0,,,,Sample,-112.2059,33.3909,
0,,,,Sample,-112.53999999999999,33.40535,
0,,,,Sample,-112.41929999999999,33.37562,
0,,,,Sample,-112.2038,33.61056,
0,,,,Sample,-112.431,33.60356,
0,,,,Sample,-112.404,33.53784,
0,,,,Sample,-112.4336,33.34762,
0,,,,Sample,-112.38,33.36212,
0,,,,Sample,-112.20179999999999,33.42065,
0,,,,Sample,-112.318,33.59294,
0,,,,Sample,-112.4812,33.50375,
0,,,,Sample,-112.502,33.47164,
0,,,,Sample,-112.3926,33.47036,
0,,,,Sample,-112.3343,33.38201,
0,,,,Sample,-112.2761,33.34797,
0,,,,Sample,-112.1833,33.43173,
0,,,,Sample,-112.15939999999999,33.59834,
0,,,,Sample,-112.29429999999999,33.457029999999996,
0,,,,Sample,-112.4397,33.38165,
0,,,,Sample,-112.3076,33.46309,
0,,,,Sample,-112.5617,33.42474,
0,,,,Sample,-112.2886,33.345439999999996,
0,,,,Sample,-112.2896,33.33979,
0,,,,Sample,-112.2903,33.5945,
0,,,,Sample,-112.4584,33.59331,
0,,,,Sample,-112.48259999999999,33.33656,
0,,,,Sample,-112.5095,33.35383,
0,,,,Sample,-112.4463,33.35819,
0,,,,Sample,-112.2252,33.37676,
0,,,,Sample,-112.2886,33.4236,
0,,,,Sample,-112.4383,33.56218,
0,,,,Sample,-112.535,33.60553,
0,,,,Sample,-112.3844,33.3572,
0,,,,Sample,-112.4876,33.42733,
0,,,,Sample,-112.32169999999999,33.38864,
0,,,,Sample,-112.40769999999999,33.4482,
0,,,,Sample,-112.51809999999999,33.38963,
0,,,,Sample,-112.2751,33.5532,
0,,,,Sample,-112.2542,33.4245,
0,,,,Sample,-112.5136,33.51131,
0,,,,Sample,-112.3205,33.522729999999996,
0,,,,Sample,-112.4469,33.38975,
0,,,,Sample,-112.2586,33.38211,
0,,,,Sample,-112.332,33.61053,
0,,,,Sample,-112.4554,33.60702,
0,,,,Sample,-112.3414,33.473079999999996,
0,,,,Sample,-112.5115,33.52014,
0,,,,Sample,-112.5552,33.369839999999996,
0,,,,Sample,-112.4476,33.479369999999996,
0,,,,Sample,-112.2131,33.47365,
0,,,,Sample,-112.26089999999999,33.34724,
0,,,,Sample,-112.4176,33.56391,
0,,,,Sample,-112.17049999999999,33.380179999999996,
0,,,,Sample,-112.5578,33.56854,
0,,,,Sample,-112.3844,33.40724,
0,,,,Sample,-112.1539,33.345169999999996,
0,,,,Sample,-112.1965,33.60252,
0,,,,Sample,-112.4003,33.56796,
0,,,,Sample,-112.26939999999999,33.45798,
0,,,,Sample,-112.3121,33.57328,
0,,,,Sample,-112.25189999999999,33.52814,
0,,,,Sample,-112.2773,33.56868,
0,,,,Sample,-112.33539999999999,33.45856,
0,,,,Sample,-112.2203,33.59501,
0,,,,Sample,-112.463,33.61732,
0,,,,Sample,-112.5081,33.34815,
0,,,,Sample,-112.3584,33.585029999999996,
0,,,,Sample,-112.54679999999999,33.41365,
0,,,,Sample,-112.207,33.44744,
0,,,,Sample,-112.2097,33.39545,
0,,,,Sample,-112.2098,33.48525,
0,,,,Sample,-112.3205,33.52135,
0,,,,Sample,-112.163,33.41193,
0,,,,Sample,-112.3232,33.430569999999996,
0,,,,Sample,-112.23559999999999,33.42635,
0,,,,Sample,-112.482,33.44819,
0,,,,Sample,-112.4042,33.46542,
0,,,,Sample,-112.3196,33.48835,
0,,,,Sample,-112.54249999999999,33.56127,
0,,,,Sample,-112.30239999999999,33.51177,
0,,,,Sample,-112.5118,33.514559999999996,
0,,,,Sample,-112.37939999999999,33.577,
0,,,,Sample,-112.4754,33.35316,
0,,,,Sample,-112.31439999999999,33.60242,
0,,,,Sample,-112.29679999999999,33.51359,
0,,,,Sample,-112.5273,33.405229999999996,
0,,,,Sample,-112.4496,33.57651,
0,,,,Sample,-112.3612,33.37694,
0,,,,Sample,-112.3969,33.3411,
0,,,,Sample,-112.3905,33.57566,
0,,,,Sample,-112.4447,33.55226,
0,,,,Sample,-112.28309999999999,33.51833,
0,,,,Sample,-112.2304,33.36203,
0,,,,Sample,-112.4001,33.5631,
0,,,,Sample,-112.45049999999999,33.35269,
0,,,,Sample,-112.3447,33.55649,
0,,,,Sample,-112.2454,33.44115,
0,,,,Sample,-112.2685,33.50406,
0,,,,Sample,-112.5463,33.335229999999996,
0,,,,Sample,-112.4143,33.53542,
0,,,,Sample,-112.28439999999999,33.52149,
0,,,,Sample,-112.3231,33.49406,
0,,,,Sample,-112.2304,33.39673,
0,,,,Sample,-112.4577,33.36418,
0,,,,Sample,-112.3783,33.43932,
0,,,,Sample,-112.44619999999999,33.4934,
0,,,,Sample,-112.2597,33.400349999999996,
0,,,,Sample,-112.21679999999999,33.33952,
0,,,,Sample,-112.4354,33.60726,
0,,,,Sample,-112.2688,33.51804,
0,,,,Sample,-112.289,33.56484,
0,,,,Sample,-112.3734,33.47621,
0,,,,Sample,-112.553,33.35618,
0,,,,Sample,-112.5127,33.51623,
0,,,,Sample,-112.27629999999999,33.36785,
0,,,,Sample,-112.2833,33.34001,
0,,,,Sample,-112.2394,33.57674,
0,,,,Sample,-112.5197,33.39749,
0,,,,Sample,-112.2371,33.3395,
0,,,,Sample,-112.3039,33.33089,
0,,,,Sample,-112.4493,33.5829,
0,,,,Sample,-112.4692,33.61148,
0,,,,Sample,-112.3788,33.49704,
0,,,,Sample,-112.2847,33.46516,
0,,,,Sample,-112.1644,33.52729,
0,,,,Sample,-112.2317,33.54701,
0,,,,Sample,-112.2603,33.57763,
0,,,,Sample,-112.1785,33.54827,
0,,,,Sample,-112.3668,33.403529999999996,
0,,,,Sample,-112.2431,33.60345,
0,,,,Sample,-112.1695,33.404109999999996,
0,,,,Sample,-112.369,33.47363,
0,,,,Sample,-112.49419999999999,33.58459,
0,,,,Sample,-112.5624,33.55513,
0,,,,Sample,-112.4099,33.51641,
0,,,,Sample,-112.3612,33.48615,
0,,,,Sample,-112.5197,33.55468,
0,,,,Sample,-112.2674,33.52868,
0,,,,Sample,-112.4166,33.51827,
0,,,,Sample,-112.3766,33.45935,
0,,,,Sample,-112.2221,33.48379,
0,,,,Sample,-112.23429999999999,33.44994,
0,,,,Sample,-112.496,33.40274,
0,,,,Sample,-112.387,33.412369999999996,
0,,,,Sample,-112.4448,33.376799999999996,
0,,,,Sample,-112.2038,33.60206,
0,,,,Sample,-112.2371,33.37639,
0,,,,Sample,-112.2939,33.34688,
0,,,,Sample,-112.47879999999999,33.52887,
0,,,,Sample,-112.3047,33.545719999999996,
0,,,,Sample,-112.3766,33.605309999999996,
0,,,,Sample,-112.2708,33.4291,
0,,,,Sample,-112.4904,33.46458,
0,,,,Sample,-112.2317,33.605199999999996,
0,,,,Sample,-112.4072,33.347139999999996,
0,,,,Sample,-112.2229,33.488659999999996,
0,,,,Sample,-112.31099999999999,33.47982,
0,,,,Sample,-112.5489,33.50838,
0,,,,Sample,-112.29249999999999,33.412079999999996,
0,,,,Sample,-112.5586,33.38389,
0,,,,Sample,-112.4617,33.51313,
0,,,,Sample,-112.2482,33.55788,
0,,,,Sample,-112.49589999999999,33.61024,
0,,,,Sample,-112.3196,33.46694,
0,,,,Sample,-112.3792,33.60338,
0,,,,Sample,-112.40809999999999,33.57956,
0,,,,Sample,-112.41449999999999,33.61351,
0,,,,Sample,-112.2915,33.38202,
0,,,,Sample,-112.33019999999999,33.45508,
0,,,,Sample,-112.20179999999999,33.368449999999996,
0,,,,Sample,-112.2608,33.48485,
